datatime,dataphase,datafrequency,datapulseduration,dataoutput,modelphase,modelfrequency,modelpulseduration,modelmew,modelsd,beta,phase_m,phase_a,phase_b,freq_a,freq_b,freq_s,pw_a,pw_b,pw_s,
0.000000,1.256000,104.000000,200.000000,-0.304133,0.000000,52.000000,150.000000,-0.007326,26.986808,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
1.000000,2.729141,147.867256,276.656955,-0.000567,0.000000,52.000000,200.000000,-0.008811,26.981754,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
1.000000,5.523231,85.307599,341.377317,0.428319,0.000000,52.000000,250.000000,0.000717,26.995218,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
1.000000,0.248160,152.026937,294.785188,-0.307616,0.000000,52.000000,300.000000,0.058100,26.404202,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
1.000000,3.329716,86.756533,386.586518,-0.128158,0.000000,52.000000,350.000000,0.120026,24.809845,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
1.000000,1.684718,82.130989,179.034536,-0.335111,0.000000,52.000000,400.000000,0.031362,26.851167,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
1.000000,4.026990,143.504181,277.031930,-0.097067,0.000000,104.000000,150.000000,-0.008989,26.981297,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,104.000000,200.000000,-0.013947,26.971133,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,104.000000,250.000000,-0.045936,26.298405,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,104.000000,300.000000,-0.024560,22.589939,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,104.000000,350.000000,0.131859,22.714238,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,104.000000,400.000000,0.041236,26.726519,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,156.000000,150.000000,-0.001399,26.999629,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,156.000000,200.000000,-0.009423,26.982994,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,156.000000,250.000000,-0.124395,22.640192,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,156.000000,300.000000,-0.261807,5.774835,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,156.000000,350.000000,-0.056403,25.025537,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,156.000000,400.000000,0.003313,26.990440,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,52.000000,150.000000,-0.123951,23.118795,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,52.000000,200.000000,-0.145868,21.640585,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,52.000000,250.000000,-0.023733,26.864264,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,52.000000,300.000000,0.000495,26.998290,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,52.000000,350.000000,0.003725,26.995504,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,52.000000,400.000000,0.000086,26.997487,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,104.000000,150.000000,-0.147637,21.527531,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,104.000000,200.000000,-0.174981,19.442745,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,104.000000,250.000000,-0.042203,26.726303,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,104.000000,300.000000,-0.029697,26.673985,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,104.000000,350.000000,-0.004142,26.964724,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,104.000000,400.000000,-0.000351,26.994809,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,156.000000,150.000000,-0.020354,26.898011,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,156.000000,200.000000,-0.026355,26.856126,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,156.000000,250.000000,-0.040365,26.517610,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,156.000000,300.000000,-0.080756,25.011764,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,156.000000,350.000000,-0.023483,26.829717,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,156.000000,400.000000,-0.000995,26.999587,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,52.000000,150.000000,-0.069377,25.918749,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,52.000000,200.000000,-0.085805,25.449858,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,52.000000,250.000000,-0.014793,26.947805,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,52.000000,300.000000,-0.001396,26.986228,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,52.000000,350.000000,-0.017830,26.413478,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,52.000000,400.000000,-0.029710,25.518645,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,104.000000,150.000000,-0.093412,25.255501,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,104.000000,200.000000,-0.125090,23.756333,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,104.000000,250.000000,-0.022696,24.084225,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,104.000000,300.000000,-0.001168,23.817544,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,104.000000,350.000000,-0.025788,25.719271,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,104.000000,400.000000,-0.042797,23.930532,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,156.000000,150.000000,-0.017345,26.927649,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,156.000000,200.000000,-0.026255,26.565939,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,156.000000,250.000000,-0.001899,14.681721,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,156.000000,300.000000,0.002361,12.945512,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,156.000000,350.000000,-0.004361,26.672916,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,2.512000,156.000000,400.000000,-0.007106,26.915844,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,52.000000,150.000000,-0.022591,26.609025,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,52.000000,200.000000,-0.045843,25.239307,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,52.000000,250.000000,-0.014500,26.842229,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,52.000000,300.000000,-0.000675,26.964112,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,52.000000,350.000000,-0.025481,24.979396,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,52.000000,400.000000,-0.052943,21.926208,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,104.000000,150.000000,-0.075878,21.859064,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,104.000000,200.000000,-0.162175,3.802015,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,104.000000,250.000000,-0.076455,21.727815,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,104.000000,300.000000,-0.033994,22.841148,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,104.000000,350.000000,-0.042221,22.729869,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,104.000000,400.000000,-0.076521,16.486942,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,156.000000,150.000000,-0.030911,26.104720,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,156.000000,200.000000,-0.071932,22.836607,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,156.000000,250.000000,-0.074149,15.834655,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,156.000000,300.000000,-0.061400,14.140944,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,156.000000,350.000000,-0.015436,26.609257,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,3.768000,156.000000,400.000000,-0.012869,26.712036,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,52.000000,150.000000,-0.002662,26.995987,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,52.000000,200.000000,-0.005067,26.982189,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,52.000000,250.000000,0.004600,26.990376,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,52.000000,300.000000,0.095379,25.615447,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,52.000000,350.000000,0.183996,21.867054,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,52.000000,400.000000,0.045331,26.635882,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,104.000000,150.000000,-0.008098,26.948197,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,104.000000,200.000000,-0.017842,26.763175,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,104.000000,250.000000,-0.009502,26.637588,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,104.000000,300.000000,0.110857,24.063466,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,104.000000,350.000000,0.245248,17.567107,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,104.000000,400.000000,0.061038,26.327419,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,156.000000,150.000000,-0.003196,26.990994,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,156.000000,200.000000,-0.009408,26.944817,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,156.000000,250.000000,-0.028167,25.954066,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,156.000000,300.000000,-0.021026,25.610344,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,156.000000,350.000000,0.029411,26.735608,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,5.024000,156.000000,400.000000,0.009163,26.983562,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,52.000000,150.000000,-0.007263,26.987037,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,52.000000,200.000000,-0.008738,26.982071,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,52.000000,250.000000,0.000761,26.995197,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,52.000000,300.000000,0.058497,26.397006,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,52.000000,350.000000,0.120772,24.783028,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,52.000000,400.000000,0.031556,26.849346,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,104.000000,150.000000,-0.008916,26.981620,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,104.000000,200.000000,-0.013855,26.971586,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,104.000000,250.000000,-0.045780,26.301398,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,104.000000,300.000000,-0.023800,22.591743,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,104.000000,350.000000,0.132936,22.666450,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,104.000000,400.000000,0.041501,26.723177,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,156.000000,150.000000,-0.001389,26.999635,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,156.000000,200.000000,-0.009396,26.983073,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,156.000000,250.000000,-0.124121,22.659204,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,156.000000,300.000000,-0.261131,5.867238,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,156.000000,350.000000,-0.056068,25.032664,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,6.280000,156.000000,400.000000,0.003361,26.990373,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
0.000000,1.256000,104.000000,200.000000,-0.512772,0.000000,52.000000,150.000000,-0.008406,26.985240,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
2.000000,2.729141,147.867256,276.656955,-0.000567,0.000000,52.000000,200.000000,-0.014803,26.935360,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
2.000000,5.523231,85.307599,341.377317,0.428319,0.000000,52.000000,250.000000,-0.001979,26.985952,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
2.000000,0.248160,152.026937,294.785188,-0.307616,0.000000,52.000000,300.000000,0.057963,26.404177,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
2.000000,3.329716,86.756533,386.586518,-0.128158,0.000000,52.000000,350.000000,0.120030,24.809845,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
2.000000,1.684718,82.130989,179.034536,-0.335111,0.000000,52.000000,400.000000,0.031363,26.851167,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
2.000000,4.026990,143.504181,277.031930,-0.097067,0.000000,104.000000,150.000000,-0.015516,26.923853,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,104.000000,200.000000,-0.035471,26.363480,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,104.000000,250.000000,-0.054424,26.205718,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,104.000000,300.000000,-0.024837,22.589846,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,104.000000,350.000000,0.131911,22.714235,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,104.000000,400.000000,0.041239,26.726519,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,156.000000,150.000000,-0.004047,26.990023,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,156.000000,200.000000,-0.017195,26.902571,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,156.000000,250.000000,-0.127192,22.630128,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,156.000000,300.000000,-0.261536,5.774736,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,156.000000,350.000000,-0.056271,25.025517,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,0.000000,156.000000,400.000000,0.003318,26.990440,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,52.000000,150.000000,-0.111815,22.914350,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,52.000000,200.000000,-0.164272,21.260162,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,52.000000,250.000000,-0.038691,26.592885,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,52.000000,300.000000,-0.000426,26.997256,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,52.000000,350.000000,0.003719,26.995504,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,52.000000,400.000000,0.000087,26.997487,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,104.000000,150.000000,-0.170278,20.927797,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,104.000000,200.000000,-0.297815,0.951083,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,104.000000,250.000000,-0.097196,23.002538,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,104.000000,300.000000,-0.032629,26.663726,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,104.000000,350.000000,-0.004151,26.964724,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,104.000000,400.000000,-0.000351,26.994809,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,156.000000,150.000000,-0.035973,26.594765,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,156.000000,200.000000,-0.077291,23.629626,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,156.000000,250.000000,-0.060477,26.019978,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
NaN,NaN,NaN,NaN,NaN,1.256000,156.000000,300.000000,-0.081724,25.010836,0.000000,0.580905,0.515790,3.263031,0.163228,0.000045,58.683917,0.129705,0.000006,196.333003,
